project_role_id,project_id,personnel_id,role_code,key_personnel,funding_award_id,source_system
PROJECT-V19057:V00402620:PI,PROJECT-V19057,V00402620,PI,Y,,Banner Grant Listing Report
PROJECT-V19126:V00480934:PI,PROJECT-V19126,V00480934,PI,Y,,Banner Grant Listing Report
PROJECT-V19145:V00865990:PI,PROJECT-V19145,V00865990,PI,Y,,Banner Grant Listing Report
PROJECT-V19173:V00234247:PI,PROJECT-V19173,V00234247,PI,Y,,Banner Grant Listing Report
PROJECT-V19223:V00793157:PI,PROJECT-V19223,V00793157,PI,Y,,Banner Grant Listing Report
PROJECT-V19263:V00234247:PI,PROJECT-V19263,V00234247,PI,Y,,Banner Grant Listing Report
PROJECT-V19277:V00463064:PI,PROJECT-V19277,V00463064,PI,Y,,Banner Grant Listing Report
PROJECT-V19278:V00487150:PI,PROJECT-V19278,V00487150,PI,Y,,Banner Grant Listing Report
PROJECT-V19327:V00213575:PI,PROJECT-V19327,V00213575,PI,Y,,Banner Grant Listing Report
PROJECT-V19330:V00412889:PI,PROJECT-V19330,V00412889,PI,Y,,Banner Grant Listing Report
PROJECT-V19332:V00705424:PI,PROJECT-V19332,V00705424,PI,Y,,Banner Grant Listing Report
PROJECT-V19357:V00466694:PI,PROJECT-V19357,V00466694,PI,Y,,Banner Grant Listing Report
PROJECT-V19370:V00545009:PI,PROJECT-V19370,V00545009,PI,Y,,Banner Grant Listing Report
PROJECT-V19394:V00468018:PI,PROJECT-V19394,V00468018,PI,Y,,Banner Grant Listing Report
PROJECT-V19406:V00487624:PI,PROJECT-V19406,V00487624,PI,Y,,Banner Grant Listing Report
PROJECT-V19429:V00602850:PI,PROJECT-V19429,V00602850,PI,Y,,Banner Grant Listing Report
PROJECT-V19443:V00608319:PI,PROJECT-V19443,V00608319,PI,Y,,Banner Grant Listing Report
PROJECT-V19456:V01072867:PI,PROJECT-V19456,V01072867,PI,Y,,Banner Grant Listing Report
PROJECT-V19466:V00327806:PI,PROJECT-V19466,V00327806,PI,Y,,Banner Grant Listing Report
PROJECT-V19496:V00447064:PI,PROJECT-V19496,V00447064,PI,Y,,Banner Grant Listing Report
PROJECT-V19514:V00336182:PI,PROJECT-V19514,V00336182,PI,Y,,Banner Grant Listing Report
PROJECT-V19534:V00499477:PI,PROJECT-V19534,V00499477,PI,Y,,Banner Grant Listing Report
PROJECT-V19537:V00600390:PI,PROJECT-V19537,V00600390,PI,Y,,Banner Grant Listing Report
PROJECT-V19598:V00791072:PI,PROJECT-V19598,V00791072,PI,Y,,Banner Grant Listing Report
PROJECT-V19629:V00738713:PI,PROJECT-V19629,V00738713,PI,Y,,Banner Grant Listing Report
PROJECT-V19640:V00575455:PI,PROJECT-V19640,V00575455,PI,Y,,Banner Grant Listing Report
PROJECT-V19706:V00779206:PI,PROJECT-V19706,V00779206,PI,Y,,Banner Grant Listing Report
PROJECT-V19714:V00293495:PI,PROJECT-V19714,V00293495,PI,Y,,Banner Grant Listing Report
PROJECT-V19726:V00548855:PI,PROJECT-V19726,V00548855,PI,Y,,Banner Grant Listing Report
PROJECT-V19751:V00096425:PI,PROJECT-V19751,V00096425,PI,Y,,Banner Grant Listing Report
PROJECT-V19763:V00006866:PI,PROJECT-V19763,V00006866,PI,Y,,Banner Grant Listing Report
PROJECT-V19775:V00452781:PI,PROJECT-V19775,V00452781,PI,Y,,Banner Grant Listing Report
PROJECT-V19828:V00758276:PI,PROJECT-V19828,V00758276,PI,Y,,Banner Grant Listing Report
PROJECT-V19891:V00743862:PI,PROJECT-V19891,V00743862,PI,Y,,Banner Grant Listing Report
PROJECT-V200004:V00156099:PI,PROJECT-V200004,V00156099,PI,Y,,Banner Grant Listing Report
PROJECT-V200020:V00009250:PI,PROJECT-V200020,V00009250,PI,Y,,Banner Grant Listing Report
PROJECT-V200057:V00465312:PI,PROJECT-V200057,V00465312,PI,Y,,Banner Grant Listing Report
PROJECT-V200078:V01162683:PI,PROJECT-V200078,V01162683,PI,Y,,Banner Grant Listing Report
PROJECT-V200113:V00705424:PI,PROJECT-V200113,V00705424,PI,Y,,Banner Grant Listing Report
PROJECT-V200118:V00710273:PI,PROJECT-V200118,V00710273,PI,Y,,Banner Grant Listing Report
PROJECT-V200134:V00293495:PI,PROJECT-V200134,V00293495,PI,Y,,Banner Grant Listing Report
PROJECT-V200187:V00487624:PI,PROJECT-V200187,V00487624,PI,Y,,Banner Grant Listing Report
PROJECT-V200196:V00363144:PI,PROJECT-V200196,V00363144,PI,Y,,Banner Grant Listing Report
PROJECT-V200256:V01212423:PI,PROJECT-V200256,V01212423,PI,Y,,Banner Grant Listing Report
PROJECT-V200274:V00656595:PI,PROJECT-V200274,V00656595,PI,Y,,Banner Grant Listing Report
PROJECT-V200276:V00006950:PI,PROJECT-V200276,V00006950,PI,Y,,Banner Grant Listing Report
PROJECT-V200284:V01150663:PI,PROJECT-V200284,V01150663,PI,Y,,Banner Grant Listing Report
PROJECT-V200292:V00580681:PI,PROJECT-V200292,V00580681,PI,Y,,Banner Grant Listing Report
PROJECT-V200312:V00156046:PI,PROJECT-V200312,V00156046,PI,Y,,Banner Grant Listing Report
PROJECT-V200314:V00412889:PI,PROJECT-V200314,V00412889,PI,Y,,Banner Grant Listing Report
PROJECT-V200319:V00468064:PI,PROJECT-V200319,V00468064,PI,Y,,Banner Grant Listing Report
PROJECT-V200324:V00008548:PI,PROJECT-V200324,V00008548,PI,Y,,Banner Grant Listing Report
PROJECT-V200333:V01072867:PI,PROJECT-V200333,V01072867,PI,Y,,Banner Grant Listing Report
PROJECT-V200339:V00848443:PI,PROJECT-V200339,V00848443,PI,Y,,Banner Grant Listing Report
PROJECT-V200347:V00006746:PI,PROJECT-V200347,V00006746,PI,Y,,Banner Grant Listing Report
PROJECT-V200369:V00009807:PI,PROJECT-V200369,V00009807,PI,Y,,Banner Grant Listing Report
PROJECT-V200375:V00402620:PI,PROJECT-V200375,V00402620,PI,Y,,Banner Grant Listing Report
PROJECT-V200388:V00402620:PI,PROJECT-V200388,V00402620,PI,Y,,Banner Grant Listing Report
PROJECT-V200393:V01200442:PI,PROJECT-V200393,V01200442,PI,Y,,Banner Grant Listing Report
PROJECT-V200409:V01150663:PI,PROJECT-V200409,V01150663,PI,Y,,Banner Grant Listing Report
PROJECT-V200417:V00156099:PI,PROJECT-V200417,V00156099,PI,Y,,Banner Grant Listing Report
PROJECT-V200432:V00327806:PI,PROJECT-V200432,V00327806,PI,Y,,Banner Grant Listing Report
PROJECT-V200435:V00864394:PI,PROJECT-V200435,V00864394,PI,Y,,Banner Grant Listing Report
PROJECT-V200449:V00485099:PI,PROJECT-V200449,V00485099,PI,Y,,Banner Grant Listing Report
PROJECT-V200455:V00773670:PI,PROJECT-V200455,V00773670,PI,Y,,Banner Grant Listing Report
PROJECT-V200465:V01130929:PI,PROJECT-V200465,V01130929,PI,Y,,Banner Grant Listing Report
PROJECT-V200524:V00550017:PI,PROJECT-V200524,V00550017,PI,Y,,Banner Grant Listing Report
PROJECT-V200572:V00738713:PI,PROJECT-V200572,V00738713,PI,Y,,Banner Grant Listing Report
PROJECT-V200575:V00710611:PI,PROJECT-V200575,V00710611,PI,Y,,Banner Grant Listing Report
PROJECT-V200582:V00006377:PI,PROJECT-V200582,V00006377,PI,Y,,Banner Grant Listing Report
PROJECT-V200599:V00026363:PI,PROJECT-V200599,V00026363,PI,Y,,Banner Grant Listing Report
PROJECT-V200601:V00557395:PI,PROJECT-V200601,V00557395,PI,Y,,Banner Grant Listing Report
PROJECT-V200617:V00678637:PI,PROJECT-V200617,V00678637,PI,Y,,Banner Grant Listing Report
PROJECT-V200634:V00867580:PI,PROJECT-V200634,V00867580,PI,Y,,Banner Grant Listing Report
PROJECT-V200642:V00667996:PI,PROJECT-V200642,V00667996,PI,Y,,Banner Grant Listing Report
PROJECT-V200658:V00793157:PI,PROJECT-V200658,V00793157,PI,Y,,Banner Grant Listing Report
PROJECT-V200675:V00421926:PI,PROJECT-V200675,V00421926,PI,Y,,Banner Grant Listing Report
PROJECT-V200677:V00314407:PI,PROJECT-V200677,V00314407,PI,Y,,Banner Grant Listing Report
PROJECT-V200689:V01015288:PI,PROJECT-V200689,V01015288,PI,Y,,Banner Grant Listing Report
PROJECT-V200692:V00541677:PI,PROJECT-V200692,V00541677,PI,Y,,Banner Grant Listing Report
PROJECT-V200693:V00735974:PI,PROJECT-V200693,V00735974,PI,Y,,Banner Grant Listing Report
PROJECT-V200711:V00006377:PI,PROJECT-V200711,V00006377,PI,Y,,Banner Grant Listing Report
PROJECT-V200720:V00756765:PI,PROJECT-V200720,V00756765,PI,Y,,Banner Grant Listing Report
PROJECT-V200723:V00718360:PI,PROJECT-V200723,V00718360,PI,Y,,Banner Grant Listing Report
PROJECT-V200755:V00510111:PI,PROJECT-V200755,V00510111,PI,Y,,Banner Grant Listing Report
PROJECT-V200791:V00485099:PI,PROJECT-V200791,V00485099,PI,Y,,Banner Grant Listing Report
PROJECT-V200798:V00155313:PI,PROJECT-V200798,V00155313,PI,Y,,Banner Grant Listing Report
